code_module,code_presentation,id_student,final_result,cluster,pca1,pca2,sum_click_total_7w
AAA,2013J,101781,Pass,3,4.199404416067612,0.8648972283558188,1399
AAA,2013J,102806,Pass,0,0.13532143891310608,-0.51990293273875,613
AAA,2013J,102952,Pass,0,-0.3317509004442541,-0.2462604393204897,433
AAA,2013J,104476,Pass,3,2.322016699431855,0.9685517785792017,971
AAA,2013J,106247,Withdrawn,0,-0.719668796162415,-0.21760422191009063,328
AAA,2013J,106577,Pass,0,-1.345924185439227,-0.2686532164582844,170
AAA,2013J,110175,Pass,0,-0.31690948868459623,0.2838926648769494,339
AAA,2013J,111717,Pass,0,0.6864105292607728,-0.06963659110505988,651
AAA,2013J,113295,Pass,3,3.680391327091845,1.0585996652526704,1380
AAA,2013J,114017,Pass,0,-0.21253971290388057,0.30219693643310447,349
AAA,2013J,114999,Pass,0,-0.4348566117371155,-0.11889314996994245,352
AAA,2013J,116541,Pass,0,0.7619570694436788,0.2883716473658272,607
AAA,2013J,116692,Pass,0,-0.6560990201036769,-0.028051257171185957,284
AAA,2013J,118983,Pass,0,-1.5864008219817325,-0.23550270382096528,80
AAA,2013J,123044,Pass,3,1.897400475645584,0.6602434151047953,895
AAA,2013J,127582,Pass,0,-0.3011260702061049,-0.1577433620309775,441
AAA,2013J,129955,Withdrawn,3,0.7184026395002958,0.22626675343674757,577
AAA,2013J,132976,Pass,0,-1.508263894513214,-0.37287219538407695,113
AAA,2013J,134143,Distinction,0,0.4572570573821994,-1.1120222921269345,710
AAA,2013J,135335,Withdrawn,0,-1.731734735331889,-0.3220847036305971,55
AAA,2013J,135400,Withdrawn,0,-0.8019686800901734,-0.10802098036913316,263
AAA,2013J,137873,Pass,3,2.336691965568148,0.20832512597416405,1488
AAA,2013J,141355,Pass,0,-0.236563144449491,-0.21258100957233994,560
AAA,2013J,141377,Withdrawn,0,-1.8604987500754508,-0.28142509427188106,16
AAA,2013J,142326,Pass,0,-0.2216734241322895,0.2034535331926848,386
AAA,2013J,144801,Pass,3,2.9628275873196865,1.0333583360140022,1352
AAA,2013J,145130,Pass,0,-1.279540713260438,-0.41420694433066524,202
AAA,2013J,146188,Fail,0,-1.4459286090481827,-0.18605245185680983,106
AAA,2013J,147756,Fail,0,-0.7834149698127206,-0.14573894219790706,314
AAA,2013J,147793,Withdrawn,0,-1.5951601134709112,-0.2748740868135766,94
AAA,2013J,148993,Withdrawn,0,0.26429763206832774,-0.03853268715868071,759
AAA,2013J,151358,Pass,0,-1.7615015610177074,-0.30096288722341846,40
AAA,2013J,155550,Pass,0,0.2916392802356737,0.4281478251296105,459
AAA,2013J,155854,Pass,3,1.6138430104516737,-0.5146872639551188,1042
AAA,2013J,155984,Withdrawn,0,-0.5031201916246274,0.3527385810160967,312
AAA,2013J,157568,Pass,0,0.021651559554061187,0.1191319721254781,425
AAA,2013J,159954,Withdrawn,0,0.5083954320322462,0.19151580898796322,572
AAA,2013J,164259,Pass,0,-1.5790932182945276,-0.27070429949815095,82
AAA,2013J,167906,Pass,0,-0.3949806639527266,0.22147097173534627,368
AAA,2013J,168936,Pass,0,-0.9957028284288816,-0.23036362093669868,275
AAA,2013J,172112,Pass,0,-0.728444819126518,0.01732333168756871,277
AAA,2013J,172797,Pass,0,-1.22510206869616,-0.17336619223015462,161
AAA,2013J,174782,Pass,3,3.9672213906941627,1.312520222411094,1610
AAA,2013J,175392,Pass,3,2.744110184400586,1.1206431703849282,1287
AAA,2013J,175932,Pass,0,0.7356937798980547,-0.6871561568754548,770
AAA,2013J,175991,Fail,0,-1.5536304306235191,-0.3207262456604011,98
AAA,2013J,180753,Pass,0,0.3963677514721821,0.3049602161840813,638
AAA,2013J,181316,Withdrawn,0,-0.8435619788391711,-0.414990302430241,357
AAA,2013J,183096,Pass,0,0.20215975438179365,-0.15594654115113143,568
AAA,2013J,183947,Pass,0,-0.9565715586734463,-0.2641969812522328,285
AAA,2013J,184271,Pass,0,-0.37832447719364287,-0.3682310120748318,448
AAA,2013J,185439,Fail,0,-0.5855441298753159,-0.22451809678647777,322
AAA,2013J,186149,Pass,0,0.1951549549990562,0.503337780890901,432
AAA,2013J,187100,Distinction,3,7.7124067923524295,2.63786294736701,2547
AAA,2013J,188278,Withdrawn,3,2.911421214951899,0.7761238634037986,1188
AAA,2013J,189879,Pass,3,0.5047141827207462,0.7064434667662773,511
AAA,2013J,192183,Pass,3,1.3450459974424005,0.6800136331875495,705
AAA,2013J,195262,Withdrawn,0,-0.8567889490173544,-0.4937767330807339,322
AAA,2013J,200860,Pass,0,-0.943231481926525,-0.06628754886463768,248
AAA,2013J,202635,Withdrawn,0,0.43716499752108007,0.15269331818344242,654
AAA,2013J,205350,Pass,0,0.5356326801199502,0.24484057931345307,643
AAA,2013J,205719,Fail,0,-1.0477628917192898,-0.33029756127100507,228
AAA,2013J,227499,Distinction,3,1.2025785244045062,0.9923982352071886,837
AAA,2013J,227517,Fail,0,-0.0043222999349565635,-0.4380740803490035,565
AAA,2013J,228082,Pass,0,-1.5944106927238098,-0.26694619111785955,88
AAA,2013J,228222,Pass,0,-1.5638868793089358,-0.15676893820064638,82
AAA,2013J,229179,Pass,0,-1.2314922503360937,-0.24751325777970384,175
AAA,2013J,229361,Pass,0,-0.9151324741800209,-0.09818458022839456,225
AAA,2013J,231554,Pass,0,0.013852867467130055,-0.5002765523271236,585
AAA,2013J,235507,Withdrawn,0,-1.4135244326245113,-0.34706075343084763,138
AAA,2013J,236284,Pass,0,-1.28273574333139,-0.28818439871381024,160
AAA,2013J,238007,Pass,0,-0.15222021479062942,-0.23475153332047224,465
AAA,2013J,240712,Pass,0,-1.7222159000204438,-0.2933747384280898,54
AAA,2013J,240884,Pass,0,-1.2134612337491617,-0.17044094107077584,164
AAA,2013J,241649,Pass,0,0.17596095291851047,-0.1749630992625796,525
AAA,2013J,241729,Fail,0,-0.8805970264817017,-0.21921298932933964,256
AAA,2013J,242793,Pass,0,-1.2162544458884397,-0.30816347370182595,184
AAA,2013J,246834,Pass,0,-0.5930903714971003,-0.25193273079075135,370
AAA,2013J,248270,Pass,3,1.1534604898371605,0.4915257568156015,736
AAA,2013J,255548,Pass,3,2.3009858460726083,0.8996271839513617,1080
AAA,2013J,256815,Pass,0,-1.114860488605556,-0.30828354356940313,212
AAA,2013J,258392,Pass,0,-0.8630186792420751,0.09528172044507602,221
AAA,2013J,258894,Pass,0,0.8840571919934095,-0.45305054812124,911
AAA,2013J,260355,Withdrawn,0,-1.2734288438030967,-0.35665140007916296,188
AAA,2013J,262011,Pass,0,-0.09812729354294124,0.31445121362818607,400
AAA,2013J,262934,Pass,3,1.7604147238453909,0.3186496268843441,957
AAA,2013J,268073,Fail,3,2.32737273660106,0.8740901229583982,1152
AAA,2013J,268733,Withdrawn,0,-1.4179722863277655,-0.3750733946365407,140
AAA,2013J,271251,Pass,3,3.9708603104799356,2.2368087374809624,1111
AAA,2013J,277880,Withdrawn,3,1.6766701731154856,-0.5929772521238422,1097
AAA,2013J,279572,Distinction,0,-0.6454549822074107,-0.48490199557936026,356
AAA,2013J,281022,Pass,0,-1.307488011286688,-0.3829316253869719,164
AAA,2013J,281250,Fail,0,-1.7383203753255234,-0.2588194448061853,49
AAA,2013J,281589,Fail,0,-1.8450691697799744,-0.29029210707983666,29
AAA,2013J,282821,Pass,0,1.2036286378609633,-0.22564673930746607,828
AAA,2013J,286488,Pass,0,-0.5644206329655673,-0.18613926652481935,324
AAA,2013J,287548,Pass,0,-1.137974328546998,-0.42788829025526964,217
AAA,2013J,290201,Pass,0,1.067871184341474,0.16185906620461085,680
AAA,2013J,290757,Pass,0,-1.4418902827836726,-0.2747218910715705,138
AAA,2013J,291334,Distinction,3,3.0293889385486916,0.7586092460096953,1478
AAA,2013J,293699,Pass,0,-1.8999813933258005,-0.2853230004903814,7
AAA,2013J,294570,Pass,0,0.004497158487504876,-0.3382020022385297,562
AAA,2013J,294594,Pass,0,-0.9204846155367146,-0.40240286152243643,269
AAA,2013J,295741,Fail,0,-0.2862190006212615,0.0717953421567261,401
AAA,2013J,296332,Distinction,0,0.14427244465398453,-0.28356427468503237,521
AAA,2013J,298696,Pass,0,-1.0077914772796583,-0.12030063386707956,210
AAA,2013J,300398,Pass,0,-0.3015252867131141,0.026472459316984682,426
AAA,2013J,302302,Fail,0,-1.473287983799166,-0.3257549371788519,126
AAA,2013J,305152,Fail,0,-1.5728762367591371,-0.2920860921496987,107
AAA,2013J,305386,Pass,0,-0.4545164359778215,-0.5317303663479997,404
AAA,2013J,306107,Pass,0,-0.4416141828676916,0.02135235111534483,336
AAA,2013J,306466,Pass,0,-0.3292253579038962,-0.0999299332249365,395
AAA,2013J,306897,Pass,3,1.1086750733237056,0.18233766340519955,1068
AAA,2013J,307061,Pass,0,-0.4222751825755646,0.36107202413792877,313
AAA,2013J,307866,Pass,0,0.10528975009387649,-0.09598711974796337,506
AAA,2013J,311917,Pass,3,0.663622307659292,0.27947615946311444,570
AAA,2013J,312537,Distinction,1,13.249906409999518,2.724492001655874,4687
AAA,2013J,312782,Pass,0,-1.5939920592636052,-0.2703581381971616,100
AAA,2013J,318933,Pass,0,-0.4222267740467951,-0.10654289554013717,402
AAA,2013J,319047,Pass,3,1.6606035923624514,0.43946035420465,1078
AAA,2013J,321942,Pass,3,7.932665990405262,2.189788782377115,3062
AAA,2013J,324002,Pass,0,0.8578154920267985,0.36204266237851157,648
AAA,2013J,324084,Pass,0,-0.209314292782849,-0.2010791762138374,453
AAA,2013J,324282,Pass,0,-1.810334689999178,-0.2800632233319294,37
AAA,2013J,331358,Withdrawn,3,2.8539806130032632,0.21712654062026482,1511
AAA,2013J,332789,Pass,0,-0.34580443068799666,-0.07703042244465617,439
AAA,2013J,333059,Pass,0,-1.6772526827189753,-0.30742648867027766,64
AAA,2013J,333323,Pass,0,-1.333836043689933,-0.3494256599046596,168
AAA,2013J,334259,Fail,0,-1.2062063271752064,-0.2950996300015948,206
AAA,2013J,334333,Withdrawn,0,-1.3407537854422549,-0.18576140637258073,155
AAA,2013J,335764,Withdrawn,3,2.1072917276503085,0.8043291611095272,1212
AAA,2013J,336207,Pass,0,0.3289256052441717,-0.4259591289971816,624
AAA,2013J,339972,Pass,0,-1.4373197876386152,-0.09258393269228488,93
AAA,2013J,342007,Withdrawn,3,1.6499878347946106,0.6702631617256326,814
AAA,2013J,342514,Pass,0,-0.10880486526622778,0.15278880539374676,435
AAA,2013J,342972,Pass,0,-0.8528142072297988,-0.13802821509751756,277
AAA,2013J,343446,Pass,3,2.021272129109275,-0.4368564295222898,1227
AAA,2013J,344282,Fail,0,-1.787615641917124,-0.28453635225849006,32
AAA,2013J,345068,Pass,0,-1.55354868618422,-0.33452298775700906,102
AAA,2013J,345357,Distinction,0,0.3060341700243228,0.11444045726004956,509
AAA,2013J,346025,Pass,0,-1.0032344250687586,-0.17801116672244,236
AAA,2013J,346843,Fail,0,-1.3026112255203899,-0.3525493640674009,164
AAA,2013J,350188,Pass,0,-0.8964756651703237,-0.18284445785663336,258
AAA,2013J,354858,Withdrawn,0,-1.7527396397255077,-0.34530955078889575,54
AAA,2013J,357668,Fail,0,-1.7268392832425852,-0.2845158700936333,52
AAA,2013J,364177,Fail,0,-0.8711497784070197,-0.18590851592766564,248
AAA,2013J,365244,Pass,0,-0.6564571700092506,-0.16037145751821752,345
AAA,2013J,365642,Pass,3,0.559532526039579,0.15462691793671982,619
AAA,2013J,366483,Pass,0,-0.026964370078990323,0.0751631246138147,421
AAA,2013J,368194,Pass,0,-1.7606687850393452,-0.24377502844056506,40
AAA,2013J,368824,Fail,0,-1.7540943067919392,-0.14809136671251566,23
AAA,2013J,368963,Pass,0,-0.521292201210366,-0.18581821907668278,336
AAA,2013J,376439,Distinction,0,0.00737931220007893,0.06128381624399276,613
AAA,2013J,376581,Pass,0,0.8270855337927906,0.1638567134391033,645
AAA,2013J,380953,Pass,0,-0.5059136761081293,-0.602793668317932,394
AAA,2013J,383254,Pass,0,-0.9351874981838281,0.11102006130327288,192
AAA,2013J,386924,Pass,0,-1.6692079805087552,-0.22977086432738938,58
AAA,2013J,386952,Pass,0,-0.8529627465834555,-0.35304398039377005,294
AAA,2013J,388722,Pass,0,-1.0065137126322614,-0.15915404969130956,292
AAA,2013J,388885,Pass,0,-1.151970198745614,-0.20941738786707625,228
AAA,2013J,390890,Withdrawn,0,-0.6446864533499378,0.05538501710265039,309
AAA,2013J,392756,Fail,0,-1.439676062570751,-0.24840493783893028,134
AAA,2013J,392931,Pass,3,0.2608706946217327,0.18530622597411128,515
AAA,2013J,393207,Pass,0,-0.9000656347434123,-0.18325792919615239,230
AAA,2013J,396872,Pass,0,-0.5057415457625455,-0.42475351128647815,384
AAA,2013J,398552,Fail,0,-0.05261403456283258,0.008495210876408652,430
AAA,2013J,401869,Pass,0,0.24278706991111643,0.5700900379659742,454
AAA,2013J,402470,Pass,0,0.20316969058284978,-0.21996137546910038,548
AAA,2013J,404804,Pass,0,-1.0650008221311007,-0.3439696137070134,214
AAA,2013J,405088,Pass,0,-0.9505132193369727,0.16591249054313248,235
AAA,2013J,414117,Pass,0,-1.1876262152671908,-0.5428568842940616,223
AAA,2013J,415969,Withdrawn,3,0.8338767892856962,0.42424525162945687,683
AAA,2013J,420087,Fail,0,-1.4537119410311639,-0.2841831447939478,108
AAA,2013J,429958,Pass,0,-1.6167660612792043,-0.3104538929175904,90
AAA,2013J,441018,Pass,0,-1.5215297532864616,-0.26593787529701096,147
AAA,2013J,441888,Pass,0,-1.386970033407167,-0.2797794916062452,151
AAA,2013J,442442,Withdrawn,0,0.003995955805918957,-0.13545014626404603,548
AAA,2013J,444677,Distinction,0,-0.2515614475567955,-0.10435674058358801,381
AAA,2013J,470588,Withdrawn,0,-0.6948707128092814,-0.48967963734446357,349
AAA,2013J,489455,Pass,0,0.47515301939965165,0.3475451811835282,561
AAA,2013J,494424,Fail,0,-1.777333270516574,-0.2918803087636578,43
AAA,2013J,495284,Pass,0,-0.48278320907040506,-0.5797500645475424,434
AAA,2013J,498857,Pass,0,-0.5525878676778996,-0.33303374508826594,350
AAA,2013J,508818,Pass,0,-0.2960265596106446,-0.3340563244267654,540
AAA,2013J,512460,Pass,0,-1.102426002572407,-0.21372154387389158,208
AAA,2013J,544103,Pass,3,2.211378359153927,0.8135646274619788,933
AAA,2013J,550383,Pass,0,-0.43064901321193816,-0.5233914292740032,420
AAA,2013J,564450,Fail,0,-1.6772538564058574,-0.28447842092227377,57
AAA,2013J,568601,Withdrawn,0,-0.6839676354065701,-0.5425744508405648,342
AAA,2013J,572652,Pass,0,-0.9991128686449993,-0.4149696538305148,256
AAA,2013J,580389,Pass,0,0.15752197448834016,-0.4716427835371457,621
AAA,2013J,581129,Fail,0,-1.6121652383893852,-0.3566732310818861,89
AAA,2013J,588775,Pass,3,3.5298239440014387,-0.5301712158512947,1837
AAA,2013J,591774,Pass,0,-1.0182976004839395,-0.296204557531376,295
AAA,2013J,603861,Withdrawn,0,-0.8448532958560734,-0.5615229737431253,313
AAA,2013J,606143,Fail,0,-1.060352519694434,-0.35824272411370056,254
AAA,2013J,704156,Pass,3,1.5674799280614,0.00847867138662154,913
AAA,2013J,705379,Distinction,3,1.6475182905515693,0.1838939235257415,859
AAA,2013J,721259,Withdrawn,0,0.6001436246747825,0.5009560947897455,762
AAA,2013J,749412,Pass,3,2.424546079439057,0.9460768927602708,1277
AAA,2013J,760729,Distinction,3,5.067143143170191,1.9559752281138971,1818
AAA,2013J,905042,Pass,3,2.047649249205802,1.1231271492857258,867
AAA,2013J,949618,Pass,0,-0.6421589608304635,0.06267650146985898,425
AAA,2013J,958987,Pass,0,-0.9210214083986737,-0.1549901421357247,230
AAA,2013J,968578,Pass,0,-1.1733462120336275,-0.36637465482335785,222
AAA,2013J,969076,Withdrawn,0,0.6903378940079369,-0.25250410028900955,900
AAA,2013J,971027,Pass,3,1.6446122789999014,0.7795544713621544,844
AAA,2013J,978739,Pass,3,5.605180985869406,3.2592661981480497,1926
AAA,2013J,1035023,Pass,0,-0.21104596855033594,-0.5049711812859674,479
AAA,2013J,1105478,Pass,3,1.1712649160605448,0.21234564859999275,757
AAA,2013J,1352868,Withdrawn,0,-0.6502659592569253,-0.39610330016395634,351
AAA,2013J,1401935,Fail,0,-1.5131848744537244,-0.2682435670834555,143
AAA,2013J,1402638,Pass,0,-0.6910924663490187,-0.5916485024874374,384
AAA,2013J,1414443,Fail,3,1.5714722497548244,0.5421954342167332,836
AAA,2013J,1456619,Withdrawn,0,-0.7255130796665888,0.016944176273700765,317
AAA,2013J,1465690,Pass,3,1.8053083262541827,0.5023997067616273,996
AAA,2013J,1472925,Fail,0,-0.8926460141752809,-0.03334105276483171,271
AAA,2013J,1488959,Pass,3,2.3446455463087306,0.10422608378232358,1113
AAA,2013J,1518989,Pass,3,2.2630296515462716,0.12286133997663254,1362
AAA,2013J,1618738,Pass,0,-1.0458282395153153,-0.2572973430001475,275
AAA,2013J,1620151,Fail,0,0.840932326064013,0.11123446977886578,647
AAA,2013J,1626710,Distinction,3,2.8334771251625863,0.7729426284786314,1551
AAA,2013J,1640609,Pass,3,1.84272923674901,0.47705503507656477,1251
AAA,2013J,1686521,Withdrawn,0,0.4544923620856389,0.6520259903933466,495
AAA,2013J,1729319,Pass,0,0.6718785531922973,0.5337516322146546,609
AAA,2013J,1746134,Pass,0,-0.13302643132312433,-0.10136051925279248,450
AAA,2013J,1758449,Withdrawn,3,2.129257145893761,0.5923999755924675,1269
AAA,2013J,1765788,Pass,1,4.712256761389267,-0.7945275169151852,2082
AAA,2013J,1801229,Pass,0,-0.2250543419204646,-0.4422182012125766,525
AAA,2013J,1801641,Pass,0,-1.08513334507567,-0.18588309012189905,196
AAA,2013J,1847830,Pass,3,1.8639996590599919,0.532359549068146,1208
AAA,2013J,1860318,Pass,0,0.4220663488296667,-0.19347015539155255,770
AAA,2013J,1889511,Pass,0,0.04148343807508361,-0.1607290368620676,624
AAA,2013J,1889577,Pass,0,-0.4282819563284742,0.03028708100678184,345
AAA,2013J,1894188,Pass,0,0.33449250988045,-0.4880403442661615,610
AAA,2013J,1938355,Pass,0,0.24731527048208882,0.10293803232999006,592
AAA,2013J,1942396,Pass,0,-1.2154750524662157,-0.23542078024684987,207
AAA,2013J,1970390,Withdrawn,3,9.91247935340172,2.745305110138234,3475
AAA,2013J,1976139,Pass,0,-1.4071007593551441,-0.11338057322073611,102
AAA,2013J,2011876,Pass,0,-0.30212412704252783,0.3832932794862528,326
AAA,2013J,2012966,Pass,0,-0.8413817394921169,-0.31499343280044945,321
AAA,2013J,2051699,Pass,0,1.2584623173163465,-0.11283361545411458,803
AAA,2013J,2062879,Fail,0,0.539938185474824,0.3172763589095622,621
AAA,2013J,2065691,Withdrawn,0,0.1465702887008578,0.24420352248234797,438
AAA,2013J,2073016,Withdrawn,3,0.9055663381714861,0.7988543188091893,585
AAA,2013J,2080474,Pass,0,-0.6604950620448223,-0.0042895574211762955,288
AAA,2013J,2083877,Pass,0,-0.4348506131357267,0.06300777842426482,339
AAA,2013J,2084066,Fail,3,1.8954375396157974,-0.1316676690906511,1066
AAA,2013J,2104505,Pass,0,-0.4124047602066017,-0.20032358008393572,408
AAA,2013J,2122180,Distinction,3,1.2131052938429456,0.051456715583885454,861
AAA,2013J,2139353,Withdrawn,3,0.7516904831266312,0.9095829390015838,489
AAA,2013J,2143752,Pass,3,1.043775065875699,0.44366875310905773,635
AAA,2013J,2146792,Pass,3,0.5924469369888214,-0.03329104766145971,601
AAA,2013J,2149225,Withdrawn,0,-1.7075698298368451,-0.240055796398545,81
AAA,2013J,2153153,Pass,3,1.6902455498092301,-1.0201921305817616,1085
AAA,2013J,2155014,Pass,0,0.2647181410560434,0.23136671112758245,602
AAA,2013J,2164705,Fail,0,-1.2853763111698437,-0.3251723110250671,189
AAA,2013J,2171627,Pass,0,-0.587668340766643,-0.21819533014906917,366
AAA,2013J,2182846,Pass,3,1.125622528058274,0.14629329257385135,1010
AAA,2013J,2194100,Pass,0,0.004911551505877688,-0.15342369969740854,568
AAA,2013J,2197016,Pass,0,-0.30764746495080153,-0.0759443487448097,409
AAA,2013J,2208424,Pass,0,-0.14472128156628172,0.004349096004830042,454
AAA,2013J,2229865,Pass,3,2.3514135984528424,1.468111129249884,968
AAA,2013J,2255601,Withdrawn,3,2.840081297989684,-0.1612066536389573,1301
AAA,2013J,2268379,Pass,3,1.2667661825627816,0.8545954173393505,660
AAA,2013J,2278464,Pass,0,-1.4470558341887747,-0.30147843557886167,124
AAA,2013J,2293923,Pass,0,-1.6892276873910217,-0.28157902349557307,58
AAA,2013J,2312620,Withdrawn,0,-1.1115615648891473,0.058408983886207584,203
AAA,2013J,2329342,Pass,0,-0.5653650756060111,0.25731710656939577,261
AAA,2013J,2339528,Distinction,0,-0.9322455015390065,-0.06484556553943044,239
AAA,2013J,2342426,Fail,3,0.8567389756081134,0.7805887352726303,565
AAA,2013J,2344901,Fail,0,-1.3601546220419565,-0.3068660171257236,143
AAA,2013J,2358056,Fail,0,-0.6631075339889281,-0.17246843968240502,309
AAA,2013J,2358969,Withdrawn,0,-1.2096252689197302,-0.31573115514233047,188
AAA,2013J,2364471,Pass,3,5.4753065248021855,0.8275595932919608,2448
AAA,2013J,2367155,Pass,0,-0.023042184396646844,0.13853703983984814,432
AAA,2013J,2369266,Pass,3,1.2714667434580482,0.7139454968933889,777
AAA,2013J,2376496,Pass,0,-0.30479023952772655,0.4773329908256899,352
AAA,2013J,2391984,Withdrawn,0,-0.4029311304368459,-0.11585288749274808,431
AAA,2013J,2411661,Fail,0,-0.7115782062105613,0.19000224531851376,263
AAA,2013J,2411778,Withdrawn,0,1.2765432115673578,-1.5438962101243567,1039
AAA,2013J,2412002,Distinction,3,4.55722882839732,2.213346649696171,1285
AAA,2013J,2412967,Pass,0,0.6745731054756166,0.2789376168588268,609
AAA,2013J,2429854,Withdrawn,0,0.0523300561750342,-0.25361617996109725,521
AAA,2013J,2437837,Pass,3,1.0498080978791617,0.06789977066453527,759
AAA,2013J,2449878,Pass,0,-1.5646007801756683,-0.24767642835598955,113
AAA,2013J,2456480,Fail,0,-1.6467669621800367,-0.2886574256140778,67
AAA,2013J,2457256,Pass,0,0.7981358680155998,-0.510562865962015,741
AAA,2013J,2458355,Pass,3,2.523226835057809,1.8904254820607906,789
AAA,2013J,2460080,Pass,0,1.3093814863436146,-0.9952029156795853,1034
AAA,2013J,2461190,Fail,3,0.953796336911479,0.40730181734955884,640
AAA,2013J,2469673,Fail,0,-1.3963998235745114,-0.31418073496426463,166
AAA,2013J,2470694,Withdrawn,0,1.0066664261316551,0.16607544141448566,950
AAA,2013J,2479954,Pass,0,-1.72215674808223,-0.3160928194390414,57
AAA,2013J,2481901,Pass,0,0.7288541919653876,-0.1583208345799049,872
AAA,2013J,2482700,Pass,0,0.5283778777825446,-0.3997266279898501,687
AAA,2013J,2486127,Pass,0,-0.4688688661109921,-0.39798501393249647,447
AAA,2013J,2498700,Pass,0,-0.33796485866217657,-0.2312418443942525,390
AAA,2013J,2516503,Pass,0,0.052884459748202425,0.12333392305058821,475
AAA,2013J,2518069,Pass,0,-0.05782143895397812,-0.14894518841558338,576
AAA,2013J,2521459,Pass,0,-0.8254808354555226,-0.07348728268439057,275
AAA,2013J,2523736,Pass,0,-1.1150237681527873,-0.18076796841135226,207
AAA,2013J,2529279,Pass,0,0.01771191435493414,0.2784602794959351,496
AAA,2013J,2532302,Pass,0,-0.9290648323341354,-0.05596185787690239,220
AAA,2013J,2536991,Distinction,0,-1.0663825590301224,-0.06269093299513916,214
AAA,2013J,2542724,Withdrawn,0,-1.6895668079186845,-0.20090587479788294,59
AAA,2013J,2550279,Pass,3,4.125664119722147,3.724659391295595,972
AAA,2013J,2551220,Pass,0,-0.9966092921194954,-0.14809967452648568,216
AAA,2013J,2552472,Withdrawn,0,-0.42214862317382573,-0.24559891023741556,428
AAA,2013J,2555340,Pass,3,3.236522596173039,0.2640282172759274,1468
AAA,2013J,2557283,Pass,3,3.0660385028605672,-0.42352928510462634,1725
AAA,2013J,2559575,Pass,0,-1.117762565070615,-0.41019148292036856,243
AAA,2013J,2562034,Pass,0,-1.562453949221099,-0.33599208477581094,95
AAA,2013J,2566163,Pass,0,-0.0824249306245162,0.030785841268137475,433
AAA,2013J,2566592,Pass,0,-0.8612317531655407,-0.2537701040049559,267
AAA,2013J,2569324,Withdrawn,0,-1.8619866404875003,-0.3160614246092224,21
AAA,2013J,2574528,Pass,0,-0.8986139535047263,-0.1425373992606477,254
AAA,2013J,2574583,Pass,0,0.2464991374388744,-0.6071379634690642,593
AAA,2013J,2576122,Withdrawn,0,-1.0651169805409513,-0.1929150740124693,215
AAA,2013J,2578995,Pass,0,-0.6254943309783367,-0.01227185764074231,325
AAA,2013J,2586560,Pass,3,2.097881200534068,0.8188116871225499,1079
AAA,2013J,2594139,Pass,0,0.7857617626584702,0.19860593014544012,657
AAA,2013J,2598871,Pass,0,-0.5407591345669703,-0.3156636520815181,383
AAA,2013J,2599352,Pass,0,-0.6036325303814234,0.04868598994663348,307
AAA,2013J,2600688,Pass,0,-1.2736370246472783,-0.3330225463779991,182
AAA,2013J,2606098,Pass,0,-1.5999647104282806,-0.26449690483717125,87
AAA,2013J,2613116,Pass,0,-0.815623178929726,-0.4196228053042571,298
AAA,2013J,2617002,Pass,0,-0.7836234503453882,0.10314672927308884,229
AAA,2013J,2620584,Fail,0,-1.741301282434332,-0.2648638042677937,47
AAA,2013J,2639449,Pass,0,-1.1302573856647469,-0.2106088797703397,244
AAA,2013J,2639540,Pass,0,0.21764411352842214,0.6668085168847152,461
AAA,2013J,2639641,Pass,0,0.3314060639637293,-0.2582493604512191,605
